Frequency_Hz,Frequency_MHz,20260515_092941,20260515_133100,20260515_134951,20260515_140509,20260521_162959,20260522_135524
76001014.709472656,76.001014709473,1.3706534732634146e-05,0.0012424770136390967,0.037648920898128997,0.021037872618566843,0.020641858374818113,0.0090531345778968077
76001159.66796875,76.001159667969,1.4026837867873604e-05,0.0074669186744759164,0.021249243464546746,0.018883617244743155,0.0090068222221235776,0.0022192563371953031
76001304.626464844,76.001304626465,1.0588368708952639e-05,0.016494480428595693,0.036788248590365016,0.023363097391518355,0.0053019633511888591,0.00093856597803485898
76001449.584960938,76.001449584961,1.0567856222630825e-05,0.012425152319525032,0.044512156493179848,0.03229120466139683,0.014263989181473697,0.0031161330434026752
76001594.543457031,76.001594543457,1.1932315293194138e-05,0.0057217656379666346,0.012012042563205354,0.013046310189745702,0.016264196256072689,0.0022135515085403732
76001739.501953125,76.001739501953,1.0045182114556167e-05,0.003664012830952388,0.0065461383760070805,0.010482844309972136,0.015106274968844816,0.0002336033893846713
76001884.460449219,76.001884460449,1.0792155822079406e-05,0.0031590536658046239,0.0020781596855977977,0.0029515437792833926,0.0040637031053067027,0.00016105359668693066
76002029.418945312,76.002029418945,1.2535571185389012e-05,0.0044911070399969036,0.0015440521456361388,0.0013318372508993332,0.0021560633970390823,0.00036912840863428698
76002174.377441406,76.002174377441,1.320670036883865e-05,0.0083429185663198464,0.0063056055930812661,0.0040681606247381964,0.0020817334760751373,0.00027148423811268853
76002319.3359375,76.002319335938,1.0805836618785248e-05,0.010331697191220396,0.033460892981462487,0.016598101971223266,0.0019091956584920036,0.00024120914420809874
76002464.294433594,76.002464294434,9.5564833549072276e-06,0.0012016693493643036,0.046209043403380598,0.023727059166747413,0.0014542434374687778,0.00024783273935930481
76002609.252929688,76.002609252930,1.0749547408799677e-05,0.00019156272092996044,0.041605844637269448,0.027222836410214817,0.0010608545439593762,0.00037117819506068554
76002754.211425781,76.002754211426,8.1565838489116639e-06,0.00019240684021663257,0.02898968217775396,0.017454708138540186,0.00093449806885325423,0.00015339910108787177
76002899.169921875,76.002899169922,8.1467077373875903e-06,0.00022218423523622145,0.011545966786837039,0.0090886451867353748,0.0017319952175516092,0.00074682460189282041
76003044.128417969,76.003044128418,1.3391184781478787e-05,0.0002578367451379527,0.034049596268415062,0.016748509677896872,0.0022266008986067945,0.0016127589502254712
76003189.086914062,76.003189086914,1.3231440891664097e-05,0.0001514664546616559,0.22409696440249358,0.10762482603719106,0.00077017115647815915,0.00078104374305341202
76003334.045410156,76.003334045410,1.090152645742276e-05,0.00016911980234619067,0.20561085744207855,0.093567823186898644,0.00077574149495318991,0.00028968537298446967
76003479.00390625,76.003479003906,1.1113144448146422e-05,0.00012222031683000012,0.041737457293022362,0.019219053339450908,0.00061368430200148521,0.0001132957080691941
76003623.962402344,76.003623962402,9.3480685819075812e-06,8.8653491434443086e-05,0.35308701876195536,0.1656638321239231,0.00055578621739775611,0.00015161502678014659
76003768.920898438,76.003768920898,6.6491488669542381e-06,7.2162780926565118e-05,0.968024940558604,0.41961309789358575,0.00096267877111928584,0.00042340524353132051
76003913.879394531,76.003913879395,9.9323954395123296e-06,7.2743363683086364e-05,0.60026125492703575,0.25370614485933307,0.0020283677606839521,0.0011985181281609278
76004058.837890625,76.004058837891,7.5127698019105421e-06,7.5479634408951303e-05,0.51302345132548077,0.27160996501592527,0.0014490111745050277,0.00042378833111080037
76004203.796386719,76.004203796387,9.5635734772252748e-06,7.1524755664088068e-05,0.20233683477840017,0.093656371315966699,0.00051862765411203149,7.7703779890025469e-05
76004348.754882812,76.004348754883,1.331965366820918e-05,6.7470604751317128e-05,0.04737136655519892,0.016868208343514005,0.00024261315692717064,6.8006845983719342e-05
76004493.713378906,76.004493713379,1.0808180143602155e-05,5.4958265417425049e-05,0.037657868596148433,0.021437966747807676,0.00024716558196628715,8.635628018197972e-05
76004638.671875,76.004638671875,9.9513255555792244e-06,7.0382194214941606e-05,0.009844734735192642,0.0043538850264980798,0.00022734129721382976,2.9903969613102971e-05
76004783.630371094,76.004783630371,7.8217529886640259e-06,8.39539192476208e-05,0.0011140639594743971,0.00051022915977836009,0.00022460764456940727,2.9720154730384633e-05
76004928.588867188,76.004928588867,8.5188553471746927e-06,8.1588482760240711e-05,0.00098649802073786036,0.00048493156674878524,0.0002590004573196863,2.8246001979729454e-05
76005073.547363281,76.005073547363,8.7731308883731927e-06,7.4789312391868035e-05,0.0064403144387037295,0.0029392095520995891,0.00027666909115687274,2.8188839617133562e-05
76005218.505859375,76.005218505859,1.11887464960934e-05,4.6085525174897714e-05,0.038223188124849344,0.022722336707357939,0.0001793512151356629,2.6071358480686801e-05
76005363.464355469,76.005363464355,1.2570723170268877e-05,4.341757830814369e-05,0.14067209685209359,0.10383059799302526,0.0001928684488097531,2.9284310652881579e-05
76005508.422851562,76.005508422852,1.1208457906837466e-05,6.0553648934423072e-05,0.15016498195380287,0.10483027007837016,0.00028512022103603933,3.0485210319609138e-05
76005653.381347656,76.005653381348,1.1162880610634281e-05,5.4905791184486772e-05,0.029586613433422004,0.01743656086292876,0.00034586879683479849,2.794103520643387e-05
76005798.33984375,76.005798339844,1.3119845457894033e-05,5.7223750944861935e-05,0.0028863918804554163,0.0014396824294558087,0.00026391977178970863,2.5677815406483008e-05
76005943.298339844,76.005943298340,1.3402408651455424e-05,7.4651857573245381e-05,0.0040586505760106962,0.002318092273096858,0.0002060877590033348,5.4817593582247625e-05
76006088.256835938,76.006088256836,1.1151457498442744e-05,0.000100667495576128,0.0023359274621526003,0.0010381396434029036,0.00029862714624288535,5.400483938087805e-05
76006233.215332031,76.006233215332,9.8902184482591478e-06,9.9311690387715433e-05,0.00062981107987451052,0.00034408363787488683,0.00049009375318335622,3.627211965117753e-05
76006378.173828125,76.006378173828,9.7607518184281236e-06,7.808993263473511e-05,0.00014718886373304979,0.00013970334447900969,0.00057082380670201772,2.9995894641911063e-05
76006523.132324219,76.006523132324,9.3811488049060198e-06,5.2299546358465775e-05,0.00015507681358168567,0.00012941830451645094,0.0003671137736864269,3.3451934945715386e-05
76006668.090820312,76.006668090820,1.2113874344564532e-05,4.2218304326788645e-05,0.00010969443074623973,0.0001022512804422698,0.00016020057215955933,1.8333381372002004e-05
76006813.049316406,76.006813049316,1.1856903609444972e-05,3.8298820176830035e-05,9.0937008221590862e-05,6.536397370546606e-05,0.00014681445506368454,2.0298655976715087e-05
76006958.0078125,76.006958007812,1.2794972846824437e-05,3.0278520097199825e-05,7.6893334436727658e-05,4.0782710906645926e-05,0.00015681493288722655,2.5169106743921935e-05
76007102.966308594,76.007102966309,9.7060859707639956e-06,4.6789137863622992e-05,8.3532886296339989e-05,4.8618174098953449e-05,0.00014120172047804228,3.1435063957559118e-05
76007247.924804688,76.007247924805,1.015624782233896e-05,4.9030237326363277e-05,0.00020371771176653711,0.00012399596065675608,0.000195012206533495,2.3238921065972556e-05
76007392.883300781,76.007392883301,1.1380607539631048e-05,4.6932633193612645e-05,0.00041890734790557435,0.00033675646795733376,0.00016489723233771136,2.600975659577116e-05
76007537.841796875,76.007537841797,8.1242008036192824e-06,3.9156497578499686e-05,0.0073759770860810535,0.0042427740476044329,0.00016374074283324565,6.5274013447721979e-05
76007682.800292969,76.007682800293,8.4575378805577129e-06,4.6379713338342277e-05,0.0071774309302255687,0.0038476587220972643,0.00015767098973220594,9.3641267309733085e-05
76007827.758789062,76.007827758789,1.0684133946900517e-05,5.6334317436697994e-05,0.00070116227985478384,0.00045003106904410121,0.00019035559421289166,0.00037038376059911999
76007972.717285156,76.007972717285,9.5435396708793501e-06,5.2341690128324373e-05,0.0025570212029964144,0.0013173280691674465,0.00031744123545153648,0.002116944430005591
76008117.67578125,76.008117675781,8.4572698910467118e-06,4.7339144972208793e-05,0.0050702348762778539,0.0024621732476611704,0.00037093248032759528,0.00087947801909757362
76008262.634277344,76.008262634277,1.0340633735890291e-05,5.4486216248495076e-05,0.0040508192838225225,0.0018978419855724597,0.00030883409758489569,3.5983736900437966e-05
76008407.592773438,76.008407592773,1.0621949362631357e-05,4.3506283995256287e-05,0.001049493028330007,0.00040290906694378988,0.00030264411762700696,2.1641633372272566e-05
76008552.551269531,76.008552551270,1.0957874544491209e-05,3.9185956655048031e-05,0.00022464762615537057,0.00010284604698382549,0.00034634955392349223,2.8949209014182999e-05
76008697.509765625,76.008697509766,9.7865169295902898e-06,3.9511134404483523e-05,0.00028037903860933338,8.0223752971617993e-05,0.00027496151299016575,3.1768133259686263e-05
76008842.468261719,76.008842468262,1.0593373027644369e-05,3.6809622741131414e-05,0.00014686370244163183,7.9595633595902089e-05,0.0001543384113635297,2.1351915099164775e-05
76008987.426757812,76.008987426758,1.083420504100954e-05,3.4151837664812926e-05,7.6717630659533267e-05,5.0686838314759145e-05,0.00010559998405633116,1.9791894677718989e-05
76009132.385253906,76.009132385254,1.0037476008478667e-05,3.699542378806447e-05,8.8231040992275142e-05,5.8902514777286478e-05,0.00011411136161814678,2.7860255986389449e-05
76009277.34375,76.009277343750,9.856813024287876e-06,3.4332533854162417e-05,9.005202307751223e-05,6.9512880863040652e-05,0.00013071424030160737,2.7801831070614416e-05
76009422.302246094,76.009422302246,9.9399756748664378e-06,4.0588895553598562e-05,0.00018197479864064079,0.00010109721353459624,0.00010996065873475935,2.0417905115882097e-05
76009567.260742188,76.009567260742,1.3725379327198517e-05,3.5583451279437174e-05,0.00029910343977020338,0.0001589799650831897,9.3905927049120727e-05,1.3496001869902595e-05
76009712.219238281,76.009712219238,1.4404284851127133e-05,4.2443341024818275e-05,0.00017291566331297816,9.2057947348325928e-05,6.7655680351613387e-05,2.1408930354770734e-05
76009857.177734375,76.009857177734,1.3206154899652214e-05,4.3943317748129365e-05,0.00013479525024161682,7.872072870334283e-05,8.0610077788661081e-05,2.5199370945717232e-05
76010002.136230469,76.010002136230,1.1198746679615665e-05,3.8900075761909099e-05,7.0569682168993068e-05,6.2471309283767819e-05,9.6861358410946233e-05,2.599857767734973e-05
76010147.094726562,76.010147094727,1.1820756245235085e-05,3.6357847766598178e-05,5.7764330679826096e-05,4.0843872594715961e-05,8.8089902900171217e-05,2.1570414316751099e-05
76010292.053222656,76.010292053223,1.3366312230995194e-05,2.5963369330992017e-05,5.0107578697870074e-05,5.6934747396816461e-05,9.9674164682390481e-05,2.2504134912333126e-05
76010437.01171875,76.010437011719,1.2112789654979362e-05,3.1959853612732775e-05,0.00010038738221906988,7.1714493747626875e-05,9.3927467300347164e-05,2.439847057968645e-05
76010581.970214844,76.010581970215,1.4217357264800229e-05,3.6890282419858042e-05,0.00048263789928191088,0.0002772405935971416,9.6548122042395014e-05,2.2872600341407629e-05
76010726.928710938,76.010726928711,1.1264201815645876e-05,3.5457727473072541e-05,0.00069493702653121523,0.00034943796857719146,6.9910663396235799e-05,2.5384414651928688e-05
76010871.887207031,76.010871887207,1.2983101849406846e-05,3.7180131797249268e-05,0.00018972297044322724,7.8472722762948819e-05,5.3067281467698052e-05,2.8665694988101507e-05
76011016.845703125,76.011016845703,1.4531463424129472e-05,3.1691063085160866e-05,4.3025503519746265e-05,3.9918661322040017e-05,5.4921346119324091e-05,2.1553405516241939e-05
76011161.804199219,76.011161804199,1.3400120609012651e-05,4.7694143570361248e-05,3.1440847257471481e-05,2.4857966954758217e-05,6.2310242985136668e-05,2.4510264570081244e-05
76011306.762695312,76.011306762695,1.3954812049411376e-05,4.8672750584487952e-05,3.3398051893710996e-05,2.2125303968211745e-05,6.4454251805284689e-05,2.8233904448567844e-05
76011451.721191406,76.011451721191,1.3414390378129159e-05,4.0319537249619126e-05,3.3560480889652308e-05,2.5551297593672686e-05,5.6905885393386162e-05,2.2937414005977267e-05
76011596.6796875,76.011596679688,8.7306230829039667e-06,3.7486251568914619e-05,2.4688711774853549e-05,2.840077029465302e-05,5.8969213280795068e-05,2.1697214384417505e-05
76011741.638183594,76.011741638184,1.175621221053078e-05,3.9672194083965176e-05,2.8252461788834727e-05,2.713360964522308e-05,6.8196628097072869e-05,2.482859706879609e-05
76011886.596679688,76.011886596680,1.2366187506072507e-05,3.4701563989446134e-05,4.3225904523589405e-05,3.4480881366476799e-05,6.4692457279685089e-05,2.3372753328407426e-05
76012031.555175781,76.012031555176,1.0725996753941886e-05,3.7201719950524251e-05,6.8468207524536613e-05,4.4505381717326803e-05,6.2298062561654999e-05,2.0867229458416899e-05
76012176.513671875,76.012176513672,9.8828507233441172e-06,4.2484524381179919e-05,0.00015492970721883356,8.2392392184156332e-05,5.7241955662224665e-05,2.619565191923718e-05
76012321.472167969,76.012321472168,9.1939033599378876e-06,3.4724600480135554e-05,0.00036214263020206726,0.00021159598961703201,5.8724072383083884e-05,2.9041439322566602e-05
76012466.430664062,76.012466430664,7.6121789006145383e-06,3.9240990095512301e-05,0.00018834512976736493,0.00012006033043437206,5.7882103435424043e-05,2.3965132872166495e-05
76012611.389160156,76.012611389160,7.5835361191502032e-06,4.0402000201237e-05,2.6362176287133562e-05,3.2388585390560952e-05,7.5848565550054985e-05,1.942020576825491e-05
76012756.34765625,76.012756347656,1.2338678996316095e-05,5.3043038760475427e-05,2.7251578524222337e-05,2.816575398209386e-05,7.2186299330552413e-05,2.1056398811560632e-05
76012901.306152344,76.012901306152,1.6077006077983466e-05,4.8118392475207643e-05,3.7213566908238192e-05,3.0419079021688669e-05,5.1968785738957901e-05,2.2259074513117568e-05
76013046.264648438,76.013046264648,1.3992861572087446e-05,4.2948349472073204e-05,5.2344623069109808e-05,3.0836836364466291e-05,7.1630624053822443e-05,1.8416918100332173e-05
76013191.223144531,76.013191223145,1.3491536439725958e-05,4.8340415286965604e-05,3.9546228427516151e-05,2.3342252032601712e-05,6.1705626345533293e-05,2.5451540182377681e-05
76013336.181640625,76.013336181641,1.1714913197529497e-05,3.6411022305519994e-05,2.5133998965295147e-05,3.3887027205969414e-05,5.9579324307117226e-05,3.5795724450911483e-05
76013481.140136719,76.013481140137,1.0874242310590819e-05,3.741404264958523e-05,3.6938431264060892e-05,3.7811800606274921e-05,6.0975692476399096e-05,3.018524319208889e-05
76013626.098632812,76.013626098633,1.3353944457537604e-05,4.1901409802535775e-05,4.8538302885727379e-05,2.444213633436344e-05,7.0405600880921545e-05,2.2339331390013322e-05
76013771.057128906,76.013771057129,1.4469019128179068e-05,3.9994313349525252e-05,2.8814905450778572e-05,2.4085955334381024e-05,6.3265732461793744e-05,2.4887933270096418e-05
76013916.015625,76.013916015625,1.3863784494305089e-05,4.0149780477508297e-05,2.7351054017010641e-05,2.7462933242929501e-05,5.1207698932039651e-05,2.1745498558444897e-05
76014060.974121094,76.014060974121,1.3930125732024432e-05,4.7149950076706888e-05,2.3744366332654741e-05,3.0260249183216631e-05,4.1879498095718774e-05,2.3868671352373236e-05
76014205.932617188,76.014205932617,1.3317721903780038e-05,4.1390071857297126e-05,3.3914054665911914e-05,3.0835519886536936e-05,5.0560247550620638e-05,2.4837158998323276e-05
76014350.891113281,76.014350891113,1.3033910064076877e-05,3.0236252394022271e-05,3.1494833186823314e-05,2.5506232279394557e-05,5.0954994327333415e-05,2.4316484122453645e-05
76014495.849609375,76.014495849609,1.1677836740303899e-05,1.9575091942848244e-05,3.0602409506435458e-05,2.9300866879250536e-05,3.507959617313259e-05,2.3910564368083069e-05
76014640.808105469,76.014640808105,1.0925744558469794e-05,1.9462187954608638e-05,3.9706675121029233e-05,2.9912121736236168e-05,3.5788673563707858e-05,2.7233948099737904e-05
76014785.766601562,76.014785766602,1.1196924026670069e-05,2.1972603866437247e-05,3.0651639369958468e-05,2.3818714860251291e-05,5.0558990653863927e-05,2.7203662480582497e-05
76014930.725097656,76.014930725098,1.1769140756163793e-05,3.0033389571572838e-05,2.8993581749824262e-05,2.6705749703943697e-05,5.8049376591222751e-05,2.8839740933012111e-05
76015075.68359375,76.015075683594,1.6403734737486254e-05,3.293569478540466e-05,3.6973247879549487e-05,3.2574987256078745e-05,4.8503563112630208e-05,1.7822963774122022e-05
76015220.642089844,76.015220642090,1.4252083340151578e-05,3.1374896311731814e-05,5.3717969190469668e-05,4.1097744181483482e-05,5.1493163450213518e-05,1.9586565209283048e-05
76015365.600585938,76.015365600586,8.3089805361370018e-06,2.7877240806792737e-05,3.9006247824782315e-05,2.813346394100182e-05,4.9232906778839284e-05,2.2705094720505264e-05
76015510.559082031,76.015510559082,9.195170332891254e-06,3.7033655148839513e-05,2.7435978942056474e-05,2.1639660424116315e-05,3.7141901049030706e-05,2.6058818792592613e-05
76015655.517578125,76.015655517578,1.0998541834241156e-05,5.198910929938647e-05,3.3313822346413104e-05,2.5906071942811252e-05,4.8645621888523648e-05,2.6216236981035355e-05
76015800.476074219,76.015800476074,1.1292340016795891e-05,4.3673634629736912e-05,0.00013641880826140441,9.9594110554391849e-05,7.4132953372048639e-05,2.2421069384019727e-05
76015945.434570312,76.015945434570,1.1658189693812117e-05,4.1143622031907396e-05,0.0002101554165643771,0.00014113617469622953,6.6606278462074246e-05,2.2642216437439637e-05
76016090.393066406,76.016090393066,1.1980252314541065e-05,2.9549467098816959e-05,4.6568998684097332e-05,3.4317563876894447e-05,5.0186422092200754e-05,2.8131078025700395e-05
76016235.3515625,76.016235351562,1.5739907919325828e-05,3.8266061019197923e-05,5.043934677985432e-05,3.4078667583875273e-05,5.0519519299464861e-05,2.4311491215630571e-05
76016380.310058594,76.016380310059,1.1616988515049181e-05,4.2054465345808329e-05,4.6952158039404819e-05,3.4495315953349429e-05,3.7359773407760929e-05,2.3606223128564752e-05
76016525.268554688,76.016525268555,1.1199913454079647e-05,4.1665955789897039e-05,2.7636277539615226e-05,3.6113449105857041e-05,3.9779549045332161e-05,2.0932754314042125e-05
76016670.227050781,76.016670227051,1.2721747806224081e-05,4.7036869447113441e-05,3.0739422027635804e-05,2.9529570387345979e-05,4.0222611620287405e-05,2.1750887270953297e-05
76016815.185546875,76.016815185547,1.130473718969653e-05,3.4355864177275298e-05,2.9335246397513127e-05,2.4315738227686199e-05,4.289984173764957e-05,1.854661327657567e-05
76016960.144042969,76.016960144043,1.1876539786150717e-05,4.0819037866964721e-05,3.0392843799643811e-05,2.2226149646339805e-05,4.7798734524833933e-05,2.5610113024121367e-05
76017105.102539062,76.017105102539,9.7358410494994498e-06,3.8273900589413094e-05,2.4923812091536804e-05,2.5386243293694819e-05,4.3741952428925366e-05,2.6706464818932538e-05
76017250.061035156,76.017250061035,1.133676654686011e-05,3.1073978537478212e-05,3.1796641939738784e-05,2.5220203377412102e-05,3.607684495785556e-05,2.8097775097347795e-05
76017395.01953125,76.017395019531,1.4569043191985664e-05,2.755818761144985e-05,3.1432040672939314e-05,2.4651248853315851e-05,3.3157115681854613e-05,3.0429173060116049e-05
76017539.978027344,76.017539978027,1.5352490479314263e-05,1.8843444414833014e-05,2.3882248354814388e-05,3.1269753164688719e-05,3.8278548587427548e-05,2.4896782959535561e-05
76017684.936523438,76.017684936523,1.4116194596550313e-05,2.851521023990268e-05,2.7663342335121845e-05,3.1203126045227464e-05,5.7753597915248346e-05,1.7653991810722345e-05
76017829.895019531,76.017829895020,1.1807106326312306e-05,2.9789229328481137e-05,2.7250017745653439e-05,2.5874681119679067e-05,5.2308025940738396e-05,1.5621247677694646e-05
76017974.853515625,76.017974853516,1.466768022293471e-05,2.3474828696713314e-05,2.4047043168109876e-05,2.6808066185378109e-05,5.7295840704239812e-05,2.1070765421226746e-05
76018119.812011719,76.018119812012,1.4121428863193682e-05,3.3701858498044282e-05,2.9301154954223782e-05,2.5306969157693061e-05,5.297709580526531e-05,1.9381805782625804e-05
76018264.770507812,76.018264770508,1.3877689389102219e-05,4.1826140238281385e-05,2.8227649742536479e-05,2.2704622873668786e-05,4.5243978505621053e-05,2.0399848644226811e-05
76018409.729003906,76.018409729004,1.5304862607746112e-05,4.1609939454018729e-05,2.5138225488518952e-05,1.8257161182768414e-05,4.2086144535964153e-05,2.267447482267249e-05
76018554.6875,76.018554687500,1.3931564607598431e-05,3.2431580431440773e-05,2.4096619998665591e-05,1.5584690617621947e-05,3.2167050743800247e-05,2.304437121095198e-05
76018699.645996094,76.018699645996,1.2366732311291914e-05,2.8241736801609534e-05,2.3841657213207701e-05,1.8044751245812539e-05,3.229513271080313e-05,2.1180282409050291e-05
76018844.604492188,76.018844604492,1.4019256701187492e-05,2.6222315149560258e-05,2.2251181989111278e-05,1.6803263952671265e-05,3.3932542948835481e-05,2.1713925832664769e-05
76018989.562988281,76.018989562988,9.5850785655249275e-06,2.7443874222718259e-05,2.1353762438361802e-05,1.6274788763727771e-05,4.2556656987294154e-05,2.0728145245145147e-05
76019134.521484375,76.019134521484,1.2688093733358492e-05,3.0505756145446384e-05,2.5743460054478454e-05,2.364292591651205e-05,5.1387055492192894e-05,2.5049628439370726e-05
76019279.479980469,76.019279479980,1.4857626355468782e-05,2.7518633588679819e-05,2.3114176195969133e-05,2.3513279098132314e-05,5.8865022403748629e-05,2.8320696252773558e-05
76019424.438476562,76.019424438477,1.0275723929277717e-05,2.6329943846980483e-05,2.5571462053922876e-05,1.9641476775947804e-05,5.4490119442993346e-05,2.0864768552548831e-05
76019569.396972656,76.019569396973,1.0680270356754983e-05,2.481954762685459e-05,2.630724139042186e-05,2.1780971867329003e-05,5.7015210696660852e-05,2.5560040488767787e-05
76019714.35546875,76.019714355469,1.0321383220625749e-05,3.4288187103656415e-05,1.8794738614144107e-05,2.5737964586980075e-05,4.1707997322722615e-05,2.833216678724598e-05
76019859.313964844,76.019859313965,8.851517190624629e-06,3.6912000858731545e-05,2.5537040072650178e-05,2.4613370689895747e-05,3.4134609350062442e-05,2.8851514122484798e-05
76020004.272460938,76.020004272461,1.0418953722275563e-05,4.0888175083242052e-05,3.548672430397926e-05,2.8124019801823955e-05,3.5752379504482465e-05,3.0881429713505384e-05
76020149.230957031,76.020149230957,1.0951396200247532e-05,4.5182376185161521e-05,3.0109226871873358e-05,2.9639301797902629e-05,5.1575784371362918e-05,2.6387400912894618e-05
76020294.189453125,76.020294189453,1.1614466586455664e-05,5.3920709550811788e-05,2.4147830995567413e-05,2.7955791341305366e-05,6.6838477918654656e-05,2.4450337010174939e-05
76020439.147949219,76.020439147949,9.4200394894236935e-06,5.1165963501880265e-05,2.1001399125748962e-05,3.0159508667148906e-05,5.2461540854084058e-05,2.4360222764353036e-05
76020584.106445312,76.020584106445,8.4191664107984731e-06,3.201961415389484e-05,2.2747516811740475e-05,2.7472294344926173e-05,3.8423549145451308e-05,2.0300699743460297e-05
76020729.064941406,76.020729064941,1.0237412216369797e-05,3.5661757075484785e-05,2.427582124882759e-05,2.6253207970141445e-05,4.1758264193979847e-05,2.1505556600886632e-05
76020874.0234375,76.020874023438,1.0280877415948516e-05,4.1083359946334687e-05,3.0161240892787954e-05,2.3912595171544967e-05,3.9006792258720595e-05,2.4236921255176213e-05
76021018.981933594,76.021018981934,1.1987643869582028e-05,4.94429284345803e-05,3.4352688291455771e-05,2.6347686667100561e-05,4.0385918858445664e-05,2.318161593752829e-05
76021163.940429688,76.021163940430,1.3862398988397431e-05,5.3584888398458125e-05,3.2627298245569888e-05,2.6450349127836486e-05,4.0886709932068923e-05,2.229405510062249e-05
76021308.898925781,76.021308898926,1.2945049811726535e-05,4.0630927261461064e-05,2.4349043781316714e-05,2.6477988002432872e-05,4.320581767554683e-05,1.948743448358254e-05
76021453.857421875,76.021453857422,1.3850519586739351e-05,3.1020912164541706e-05,1.8786707613403107e-05,2.0681043138899077e-05,4.8402406434592425e-05,2.1582624648028687e-05
76021598.815917969,76.021598815918,1.3495718783956439e-05,3.2655208517611311e-05,3.0989769080930903e-05,1.9205794374322316e-05,4.3290270752908687e-05,2.5376163734567824e-05
76021743.774414062,76.021743774414,1.1502107061767728e-05,3.8437075407315908e-05,3.2566285378143879e-05,2.0116843757245423e-05,4.069477582829132e-05,1.9724384088593504e-05
76021888.732910156,76.021888732910,1.0007496157240426e-05,3.6415596242294073e-05,2.7899969987448691e-05,1.9602416553054057e-05,2.5458034814065126e-05,2.9012690409498221e-05
76022033.69140625,76.022033691406,1.0440936371689747e-05,3.1782943282550392e-05,2.7182764334457239e-05,2.0849449339261308e-05,3.2330704727926931e-05,2.4394373275880943e-05
76022178.649902344,76.022178649902,1.3957378571563826e-05,2.8803201955748544e-05,2.0381732741268554e-05,2.5675923487371633e-05,4.9114249207130827e-05,1.9088487465555257e-05
76022323.608398438,76.022323608398,1.3555048326499667e-05,3.1383522071199166e-05,2.6557796682791532e-05,2.6856538765787776e-05,4.6365069729916984e-05,2.0532318187443833e-05
76022468.566894531,76.022468566895,1.1432300297691749e-05,2.902116036205807e-05,2.8178877199481974e-05,2.2897883317499506e-05,4.4370413249721251e-05,1.8077519398165719e-05
76022613.525390625,76.022613525391,1.0102063047976978e-05,2.4830309152645969e-05,2.4126584375709077e-05,2.4796538884204476e-05,4.4535795703256295e-05,1.9829939789279749e-05
76022758.483886719,76.022758483887,7.3083102831576982e-06,2.819397410808421e-05,3.2182327728105536e-05,2.9999782743587281e-05,3.8337744626915408e-05,2.5973534914329438e-05
76022903.442382812,76.022903442383,1.0728048258592724e-05,3.2755842106203265e-05,2.8564000431890532e-05,3.0412696969176118e-05,4.4185615674633682e-05,2.3044478515549225e-05
76023048.400878906,76.023048400879,9.4017224372877643e-06,2.9766929427737792e-05,1.7717198948342206e-05,2.3750706899015179e-05,4.7139476222658656e-05,1.7349124960347496e-05
76023193.359375,76.023193359375,1.2409042896207385e-05,2.8330236887974316e-05,2.0709430547819332e-05,2.0717927717021055e-05,3.3749227954046086e-05,1.9549275494604043e-05
76023338.317871094,76.023338317871,1.1448911090994005e-05,2.5124377500198512e-05,2.3208385378293549e-05,2.8629548195711756e-05,2.6350328761838666e-05,1.9970972001984655e-05
76023483.276367188,76.023483276367,7.4619125540663236e-06,3.0309030782816008e-05,2.1217858385673319e-05,2.934751803105239e-05,3.2797640639431998e-05,2.0467682291870231e-05
76023628.234863281,76.023628234863,8.227843107714197e-06,2.7535823091995467e-05,1.746062476109607e-05,2.0723315412723071e-05,3.7604225090814404e-05,2.7283691087463775e-05
76023773.193359375,76.023773193359,1.1922181076553214e-05,2.7351373934606996e-05,1.9708022948259858e-05,2.0276714351855623e-05,4.0626025617563023e-05,2.9228075171597258e-05
76023918.151855469,76.023918151855,1.3017492449947068e-05,3.4934095888726214e-05,3.0812495718628339e-05,1.6663696027908289e-05,2.9553351411891289e-05,2.0191787808859866e-05
76024063.110351562,76.024063110352,9.6204340750460501e-06,4.0840328896151635e-05,3.4407101301351426e-05,1.8870012112986877e-05,3.7899801896179827e-05,2.1728068058250044e-05
76024208.068847656,76.024208068848,1.3083195611993475e-05,3.315745486513004e-05,3.6610359450163689e-05,1.998242398414194e-05,4.6738475848791487e-05,2.4912909361198841e-05
76024353.02734375,76.024353027344,1.3721002153247017e-05,3.7682112696790074e-05,3.0106862821933363e-05,2.2293475606449255e-05,4.4278202984977438e-05,1.0380575392482435e-05
76024497.985839844,76.024497985840,9.8660352804994438e-06,3.338702970536175e-05,3.2236017035101195e-05,2.5049640192810497e-05,4.2339196687478095e-05,1.6654328851210667e-05
76024642.944335938,76.024642944336,1.2015344607868096e-05,3.7710326286210388e-05,3.0057126723447386e-05,2.0277006045913169e-05,3.0943607702581797e-05,1.907550973498695e-05
76024787.902832031,76.024787902832,1.2019078809794058e-05,3.5919047838124134e-05,2.3791130145276483e-05,2.0391986682979686e-05,3.8633949310914919e-05,2.2124474220579492e-05
76024932.861328125,76.024932861328,9.3621127522428429e-06,2.4131899782998553e-05,2.7814566469052348e-05,2.7594189139023203e-05,4.1204895333456565e-05,1.7829041792670011e-05
76025077.819824219,76.025077819824,1.0129347184506138e-05,2.8860093847951079e-05,3.6339030593694908e-05,3.2450638894553787e-05,3.5648342309003112e-05,2.5353011511159396e-05
