Frequency_Hz,Frequency_MHz,20260515_092941,20260515_133100,20260515_134951,20260515_140509,20260521_162959
76797706.604003906,76.797706604004,1.1014260103063338e-05,2.5007076609810749e-05,1.904236640510672e-05,2.4296128626573466e-05,3.303430370041371e-05
76797851.5625,76.797851562500,9.4152218246122206e-06,2.6117452476952032e-05,2.0909553282666538e-05,2.5346536697230641e-05,3.6842798338647025e-05
76797996.520996094,76.797996520996,1.0945958644932306e-05,3.365451944528911e-05,2.2771646672571658e-05,2.5556872680624013e-05,4.0578676703977254e-05
76798141.479492188,76.798141479492,1.107176195037882e-05,3.8290960881118827e-05,3.494755727370242e-05,2.6362393090652953e-05,4.7566489865196379e-05
76798286.437988281,76.798286437988,1.2173233943336637e-05,3.4534336437661081e-05,3.8078175739769847e-05,2.769551932197879e-05,4.3089826489523488e-05
76798431.396484375,76.798431396484,1.5633028042157139e-05,3.4746787647419884e-05,2.8940753218141725e-05,2.7056450490539549e-05,5.1029602425341283e-05
76798576.354980469,76.798576354980,1.2837426580367122e-05,2.602427118404349e-05,2.1876724750169921e-05,2.6818860027168252e-05,4.6218543851014777e-05
76798721.313476562,76.798721313477,1.1615215265665056e-05,3.754425823919767e-05,2.3174011149836376e-05,2.2211269433404798e-05,3.006435576109149e-05
76798866.271972656,76.798866271973,1.1543065510217096e-05,3.7501826922570544e-05,2.8988974403578679e-05,1.7240980315097048e-05,2.1669754693542298e-05
76799011.23046875,76.799011230469,7.5765856707354799e-06,2.743526533163145e-05,2.0979060859802983e-05,2.094602192865316e-05,3.3973331256020398e-05
76799156.188964844,76.799156188965,1.1291136883703692e-05,3.5129199305011163e-05,1.815133394927121e-05,3.3365898386734583e-05,3.0762466247348287e-05
76799301.147460938,76.799301147461,1.0228310941148957e-05,3.6981548334687142e-05,2.0850290618265617e-05,2.561762547249849e-05,3.6407966151043221e-05
76799446.105957031,76.799446105957,9.2998032941740583e-06,4.0040285530348229e-05,2.6849645502013122e-05,1.9734330400623535e-05,3.4432385887059481e-05
76799591.064453125,76.799591064453,1.0060979251303224e-05,2.8297306822360284e-05,2.2615465739209212e-05,1.8695094308463867e-05,2.9670750826744852e-05
76799736.022949219,76.799736022949,1.0788313153645524e-05,2.6480776801468385e-05,2.1715448119049752e-05,1.563828357058988e-05,3.6740878200940846e-05
76799880.981445312,76.799880981445,9.0530439719735093e-06,3.4649818887554621e-05,2.316877538101114e-05,1.9726915915474219e-05,3.7451631430406393e-05
76800025.939941406,76.800025939941,1.057400039695523e-05,3.7821676497489248e-05,2.4438107389704587e-05,2.1910837301784444e-05,3.4896771730709365e-05
76800170.8984375,76.800170898438,1.5355467324141611e-05,4.1207641104668892e-05,2.4347511696926471e-05,2.6972525898317094e-05,3.0350071274277027e-05
76800315.856933594,76.800315856934,1.3339535776790173e-05,4.3168343162566164e-05,2.1375905066686874e-05,3.185142178562506e-05,3.0491405772745371e-05
76800460.815429688,76.800460815430,1.2392210919765854e-05,4.2670899646093119e-05,2.1571862750461351e-05,2.0645381886221139e-05,3.9229233017321326e-05
76800605.773925781,76.800605773926,1.4909692106076361e-05,3.6341791521070837e-05,2.1864264546869138e-05,2.6345792673936414e-05,4.9473012015069345e-05
76800750.732421875,76.800750732422,1.5068018470887175e-05,3.1508418625018911e-05,1.8265247365115837e-05,2.6721771022832471e-05,5.1933241001940862e-05
76800895.690917969,76.800895690918,1.2797194864688455e-05,3.2742013082725088e-05,2.2719575853527478e-05,2.2418164929420332e-05,3.8738554615951317e-05
76801040.649414062,76.801040649414,1.1367492808808675e-05,3.516593934329681e-05,1.837865036555859e-05,1.7982326118795249e-05,2.2342016100148986e-05
76801185.607910156,76.801185607910,9.949084851400082e-06,2.6659304279077256e-05,2.2351057995356469e-05,2.1192374239422112e-05,3.4344262844039504e-05
76801330.56640625,76.801330566406,1.1286088550364779e-05,3.4482530605225515e-05,2.744401602455347e-05,2.473795781668386e-05,4.5319482399306493e-05
76801475.524902344,76.801475524902,9.7931548362705268e-06,3.2240187140174643e-05,2.6058733567371801e-05,2.5742184735747223e-05,3.9966858637348637e-05
76801620.483398438,76.801620483398,1.1854928102180938e-05,3.1692541288759055e-05,2.2389467361937303e-05,1.9789956981451491e-05,3.8414509505681388e-05
76801765.441894531,76.801765441895,1.1318620893469938e-05,2.7979133869872342e-05,2.3156690939684054e-05,1.8147595261762307e-05,3.9887044309377083e-05
76801910.400390625,76.801910400391,1.1076460711261328e-05,4.3990093570093613e-05,2.4447627669224936e-05,2.1313157547590026e-05,3.2372541689116042e-05
76802055.358886719,76.802055358887,1.309788028266898e-05,5.4352612725542251e-05,2.3498756771852345e-05,2.2825025985783691e-05,3.3518113798251651e-05
76802200.317382812,76.802200317383,1.2982995699284628e-05,3.190345725301467e-05,2.1452859511530577e-05,1.9767488939626788e-05,3.8959111016149125e-05
76802345.275878906,76.802345275879,1.1223935817841356e-05,3.7536096783982292e-05,2.0127355699320359e-05,1.7709624735746191e-05,3.4674426889140316e-05
76802490.234375,76.802490234375,1.121046278474837e-05,3.2376293962999874e-05,2.4044286725860566e-05,2.3174693702161278e-05,3.1899391170756045e-05
76802635.192871094,76.802635192871,1.0931999905968367e-05,3.1550583314503824e-05,2.4681614934153453e-05,2.1600625522743307e-05,4.076304356247973e-05
76802780.151367188,76.802780151367,8.154236530774515e-06,3.461835624655927e-05,1.6194387116555809e-05,2.1153319399655201e-05,3.8103216818229133e-05
76802925.109863281,76.802925109863,8.6303837581521095e-06,3.1290507555032739e-05,2.6537313930130755e-05,2.2416059666292371e-05,3.0360548607615784e-05
76803070.068359375,76.803070068359,1.0447561854969295e-05,3.1607727910587028e-05,2.5740403093684907e-05,1.7702686851391668e-05,3.2791215286351895e-05
76803215.026855469,76.803215026855,8.2647519868982752e-06,3.560913369559081e-05,2.4218628978269192e-05,2.0430708076849784e-05,3.1337121414678755e-05
76803359.985351562,76.803359985352,7.0972981976093055e-06,3.790396051323347e-05,2.8416512854936884e-05,2.0783124108705247e-05,3.4128261618413093e-05
76803504.943847656,76.803504943848,1.3167262132162186e-05,2.9948986543412675e-05,2.88035617249127e-05,2.3928644750246186e-05,3.7327959852710569e-05
76803649.90234375,76.803649902344,1.3334837455606604e-05,3.7107058983173274e-05,1.8969125772393898e-05,2.3278405886936027e-05,4.219763128602007e-05
76803794.860839844,76.803794860840,9.5513668341409466e-06,2.9460157575744146e-05,2.1101090573575851e-05,1.3700514671975603e-05,3.6769422617718253e-05
76803939.819335938,76.803939819336,8.5819292383123869e-06,2.4679820135970338e-05,2.1984157366018584e-05,1.3043819600505632e-05,2.8327023800221205e-05
76804084.777832031,76.804084777832,9.9002360534032376e-06,3.4669890209785711e-05,1.9407864023296658e-05,2.0545067217944814e-05,3.3046952359366087e-05
76804229.736328125,76.804229736328,7.7097598898363831e-06,2.5269538789464299e-05,3.1552601559495886e-05,2.2775020762418353e-05,4.7803956536068624e-05
76804374.694824219,76.804374694824,8.0360755497012511e-06,3.3147177071627041e-05,2.6935714264034246e-05,1.4930985351664794e-05,5.0084630367356631e-05
76804519.653320312,76.804519653320,1.3661600729290858e-05,5.3399510986225888e-05,2.4340191782646307e-05,1.6918505706910873e-05,4.0832184419372173e-05
76804664.611816406,76.804664611816,1.4169785478073622e-05,4.6542504759711367e-05,2.1813591906418179e-05,1.5389177011961449e-05,4.0190004231085967e-05
76804809.5703125,76.804809570312,1.4326112568435496e-05,4.3577768682143165e-05,2.5445896490523426e-05,2.3116898265356818e-05,3.4692141081100022e-05
76804954.528808594,76.804954528809,1.3151425856609526e-05,4.0467560812375472e-05,2.8494226179891231e-05,2.3159135462331327e-05,3.1803818411159345e-05
76805099.487304688,76.805099487305,1.0804607271166872e-05,3.3016052722025425e-05,2.9062480453453834e-05,1.9456617698190399e-05,3.6183468127752215e-05
76805244.445800781,76.805244445801,1.1259505978774145e-05,3.7238551523545595e-05,2.2985229757111541e-05,2.5789635304540559e-05,3.384829393413529e-05
76805389.404296875,76.805389404297,1.1204308271700262e-05,3.1353009452620242e-05,2.0158860427599974e-05,2.6349870954776983e-05,2.5294673562545398e-05
76805534.362792969,76.805534362793,8.9377191645413113e-06,3.7763714449343156e-05,2.1901314588052388e-05,2.2932939884183794e-05,2.82294427516826e-05
76805679.321289062,76.805679321289,6.8148334446041447e-06,4.0710501115121913e-05,2.091874639234831e-05,1.925213871098023e-05,3.024528252320302e-05
76805824.279785156,76.805824279785,6.5521583960546777e-06,3.3351983111017873e-05,2.2923179869911246e-05,1.757574126981762e-05,2.7806287974322639e-05
76805969.23828125,76.805969238281,9.3346175338198961e-06,3.2282307879683608e-05,2.2003248819157551e-05,1.8944645905135702e-05,3.3040658154216567e-05
76806114.196777344,76.806114196777,9.6775950177773665e-06,3.6517691042939088e-05,2.0668216487771363e-05,2.1745853807092955e-05,3.1354178659119527e-05
76806259.155273438,76.806259155273,1.2310661307160876e-05,3.9883580017102792e-05,2.5782910170844788e-05,1.8285238464983876e-05,3.3992747006779102e-05
76806404.113769531,76.806404113770,1.1981938212350018e-05,3.3588198549184029e-05,2.9862668040793988e-05,2.2297936276195039e-05,2.892720055808681e-05
76806549.072265625,76.806549072266,9.7488397036350387e-06,2.658099056570446e-05,2.1749701982156175e-05,2.6280360667761728e-05,3.8793437153505614e-05
76806694.030761719,76.806694030762,9.3891360603290388e-06,3.9761104546355169e-05,2.4851448314960923e-05,2.3865116404938171e-05,3.956902795661295e-05
76806838.989257812,76.806838989258,7.9954943765185255e-06,3.5157450417832442e-05,2.7360875841072586e-05,2.3993083357570299e-05,3.220257796023375e-05
76806983.947753906,76.806983947754,1.1218514534453522e-05,2.5858587960813488e-05,1.8783997133747245e-05,1.6134758974026871e-05,3.3385382089291331e-05
76807128.90625,76.807128906250,1.4129742453893104e-05,3.1281945601268011e-05,2.3545182010015965e-05,2.0111419055850731e-05,3.3468301849621475e-05
76807273.864746094,76.807273864746,1.4902850939447417e-05,3.42052589459893e-05,2.9400420139691341e-05,2.6813530317739591e-05,3.0038300049547829e-05
76807418.823242188,76.807418823242,1.3360559484581735e-05,3.4527501344084184e-05,2.9803427234490247e-05,2.3632417487318198e-05,2.5706810248911396e-05
76807563.781738281,76.807563781738,1.0829889737313931e-05,3.4520441077818477e-05,3.04868470285671e-05,1.9445255785824194e-05,4.1070164516472268e-05
76807708.740234375,76.807708740234,1.0517875486859425e-05,3.385428126573016e-05,2.8596829078427282e-05,2.2128167453410386e-05,3.5213044457963945e-05
76807853.698730469,76.807853698730,1.2114191610243651e-05,2.8498397581790241e-05,2.5810137334274282e-05,2.2923830725504581e-05,4.013486959892735e-05
76807998.657226562,76.807998657227,1.0607263464633762e-05,3.4595738943684979e-05,2.228218670361777e-05,2.0522320304176853e-05,3.6214321869303931e-05
76808143.615722656,76.808143615723,9.5389308718846363e-06,3.0929087808324273e-05,2.175268637954031e-05,1.954401640841728e-05,2.8194362295000662e-05
76808288.57421875,76.808288574219,1.1814848535019541e-05,2.4043961990728548e-05,2.8397216049897905e-05,1.7777838857743572e-05,3.0214991660676134e-05
76808433.532714844,76.808433532715,1.0117721371589218e-05,3.1073501261671716e-05,3.026519561081437e-05,2.4896639696040012e-05,2.9745020489711687e-05
76808578.491210938,76.808578491211,8.9356058651076444e-06,2.3087325316250237e-05,2.9516300377176433e-05,2.3670110540419932e-05,2.8342767416577663e-05
76808723.449707031,76.808723449707,9.4111286086935108e-06,3.0684611373260753e-05,3.1877162683884349e-05,2.058279837111783e-05,4.0051600666844883e-05
76808868.408203125,76.808868408203,8.7698124209930962e-06,2.9426054210039949e-05,3.1935126402546543e-05,1.4128809046772904e-05,3.8921622833746941e-05
76809013.366699219,76.809013366699,1.0307452922469057e-05,3.1151713267021578e-05,3.0849966495175364e-05,1.568649968090175e-05,3.6932198499261527e-05
76809158.325195312,76.809158325195,8.9364189583812174e-06,2.5916259885292662e-05,3.2094488614929219e-05,2.6653439671360575e-05,3.5830581009749488e-05
76809303.283691406,76.809303283691,1.1784721696573301e-05,3.5566074646548523e-05,3.0145080077131067e-05,2.8165124474964751e-05,3.8050999543290696e-05
76809448.2421875,76.809448242188,1.0748998309464517e-05,3.1118729264533699e-05,2.5323053894434307e-05,2.3345030180603081e-05,4.4764785852483104e-05
76809593.200683594,76.809593200684,1.3874855660068742e-05,3.7873530376947251e-05,3.1489238040042148e-05,2.3520205490868979e-05,4.2086831875651795e-05
76809738.159179688,76.809738159180,1.3684628778315671e-05,3.4617395025419192e-05,2.5381308391699757e-05,3.0562058745112646e-05,3.3805138124201163e-05
76809883.117675781,76.809883117676,1.3368254620619632e-05,2.7895256025854336e-05,3.0195486420344058e-05,2.9111980628450949e-05,3.6790394351993326e-05
76810028.076171875,76.810028076172,1.0241482177012496e-05,3.0371772561381423e-05,2.936556286989902e-05,2.7693765779867537e-05,3.3070050809549398e-05
76810173.034667969,76.810173034668,1.1275477251634235e-05,3.7159596842210888e-05,2.8986460950362068e-05,2.3589739404561745e-05,3.0773196599589566e-05
76810317.993164062,76.810317993164,1.256437383026939e-05,3.4543356203383187e-05,3.5841627252347107e-05,2.7327833641663988e-05,3.1132199702556073e-05
76810462.951660156,76.810462951660,8.4014240070769124e-06,4.0223926371460977e-05,1.9262435218535567e-05,2.3504252487340328e-05,3.2482687396251138e-05
76810607.91015625,76.810607910156,8.8755771472303629e-06,4.4319713655731888e-05,2.7950124625342003e-05,2.1080635143889751e-05,3.6339959242355299e-05
76810752.868652344,76.810752868652,1.0080759982996966e-05,4.4822348304468511e-05,3.1687418734833608e-05,2.476077338250399e-05,3.5988676181840712e-05
76810897.827148438,76.810897827148,1.0341214590467466e-05,4.6889930295480039e-05,2.2697323561373305e-05,2.117924595278669e-05,4.0006237589472628e-05
76811042.785644531,76.811042785645,1.2781741008193316e-05,3.6152716686598111e-05,2.6779197865352286e-05,2.1345856401974879e-05,3.2593147111751042e-05
76811187.744140625,76.811187744141,1.337586431888765e-05,3.2908715477120547e-05,2.535779783168417e-05,2.1086800916475798e-05,2.8095207281359867e-05
76811332.702636719,76.811332702637,1.1410304800785656e-05,2.7110027955964701e-05,2.1537958125949697e-05,2.3363764177395201e-05,4.025147097385399e-05
76811477.661132812,76.811477661133,1.1072739066242544e-05,2.8575963825619898e-05,1.9543584887533418e-05,2.740647194598813e-05,3.9311562120973185e-05
76811622.619628906,76.811622619629,1.2038333332400596e-05,2.6120263876025804e-05,2.561980593873709e-05,2.0236076581057895e-05,3.7186944844914431e-05
76811767.578125,76.811767578125,1.2929531680174004e-05,3.4377342613180393e-05,2.6968959951749689e-05,2.0408186440463056e-05,3.240131168601351e-05
76811912.536621094,76.811912536621,1.3999264925745325e-05,4.236585113783757e-05,2.2523434560145634e-05,1.9837716484529384e-05,3.1616305063685796e-05
76812057.495117188,76.812057495117,1.3879492420020206e-05,3.5180078890673696e-05,2.255392308559328e-05,1.8649680324806629e-05,3.3813259219603e-05
76812202.453613281,76.812202453613,1.6129555837847233e-05,3.3246441218510776e-05,2.2055512184163738e-05,2.7051148501811365e-05,3.0114480786628029e-05
76812347.412109375,76.812347412109,1.1472440288076305e-05,2.9329250700270232e-05,2.9375312680210184e-05,3.1718875274674208e-05,3.4423046867042296e-05
76812492.370605469,76.812492370605,8.9685027370704298e-06,3.4074151893541228e-05,3.5824826546497737e-05,2.5843205936763942e-05,3.3384749294703138e-05
76812637.329101562,76.812637329102,9.1215874091678612e-06,3.9939249246831072e-05,2.3733840845794879e-05,1.986622625675711e-05,2.8378328416183712e-05
76812782.287597656,76.812782287598,8.6649580788612231e-06,3.1902001583111443e-05,2.1899791475636707e-05,1.5475814243754202e-05,3.6039224154809038e-05
76812927.24609375,76.812927246094,1.4448554378526568e-05,3.4488166459880255e-05,1.9563352007115573e-05,1.9854857469598333e-05,3.5119641444239067e-05
76813072.204589844,76.813072204590,1.4445881036472956e-05,2.8604743615086597e-05,1.9907749248493683e-05,2.1412710422776455e-05,3.7177183728988254e-05
76813217.163085938,76.813217163086,9.9256570326794438e-06,2.4316466445198962e-05,1.8055181616437407e-05,2.2539727040156606e-05,3.3758779097504167e-05
76813362.121582031,76.813362121582,1.1559480976058254e-05,2.8487546771137698e-05,2.1534362734681848e-05,2.5325927789120913e-05,3.6646083057448859e-05
76813507.080078125,76.813507080078,1.3532811191990353e-05,2.3586141040389621e-05,2.6990694789069991e-05,1.8589107347534363e-05,3.4531105114594721e-05
76813652.038574219,76.813652038574,1.1848648194340825e-05,3.3455020342986631e-05,2.5048366231744033e-05,2.396242595924912e-05,2.9810362673934986e-05
76813796.997070312,76.813796997070,1.1276736876425431e-05,3.5679372781563331e-05,2.6612926215000887e-05,1.5754024302033861e-05,3.2442233404383046e-05
76813941.955566406,76.813941955566,1.0642781667244452e-05,3.4863148624436043e-05,2.4001918047966704e-05,1.5444993378248315e-05,3.092840454052296e-05
76814086.9140625,76.814086914062,1.0936706521147507e-05,2.8943782929049392e-05,2.9075493200806759e-05,1.8963266251953151e-05,3.549465710541405e-05
76814231.872558594,76.814231872559,1.5152264277817156e-05,2.647167345682892e-05,2.3870868010738427e-05,2.3740562417079606e-05,3.6452358254340794e-05
76814376.831054688,76.814376831055,1.3622054880117699e-05,3.0311158670006853e-05,2.6268202792311508e-05,2.0991470815453237e-05,3.4014530863520789e-05
76814521.789550781,76.814521789551,1.064075491380823e-05,3.2237064146719447e-05,3.6734737959944228e-05,2.1606334860202822e-05,3.9536560152939152e-05
76814666.748046875,76.814666748047,1.0368080815021683e-05,2.6134216830029057e-05,3.0838204479775382e-05,2.093968680516561e-05,3.5884202155003644e-05
76814811.706542969,76.814811706543,1.1552869348242381e-05,3.0176817360778714e-05,2.8832995893470644e-05,2.0485243923071382e-05,3.9790249089006295e-05
76814956.665039062,76.814956665039,1.123055066802054e-05,2.7548920519470962e-05,2.6203202436311298e-05,1.4760908258883231e-05,4.0645984645874697e-05
76815101.623535156,76.815101623535,1.047659001851841e-05,2.2885165245343605e-05,2.3204911557325892e-05,1.33087178286213e-05,3.0628258238257234e-05
76815246.58203125,76.815246582031,9.4520248865557088e-06,3.0824561107213605e-05,2.3604786093001249e-05,2.0740315211686767e-05,3.4672417856075068e-05
76815391.540527344,76.815391540527,1.1028162486175556e-05,3.4612564035014346e-05,2.1557226024221627e-05,2.2203779612623818e-05,3.5252874253437447e-05
76815536.499023438,76.815536499023,7.8647806885317274e-06,3.5204139940940181e-05,2.4153048552576355e-05,2.4876590787291376e-05,4.0284979144106732e-05
76815681.457519531,76.815681457520,9.2617610808214003e-06,3.2907403161150808e-05,2.4971546062651048e-05,2.2951691758320233e-05,3.8425050778823406e-05
76815826.416015625,76.815826416016,1.0263855122127328e-05,3.4288107170366888e-05,2.3196997481182385e-05,1.7855834945738163e-05,3.3722752401297977e-05
76815971.374511719,76.815971374512,8.7906655486959472e-06,3.3998829575399344e-05,1.6911915826776741e-05,2.1337475984545336e-05,3.6284603819326503e-05
76816116.333007812,76.816116333008,1.2630013330924354e-05,3.6754883966534242e-05,2.0836577744915407e-05,2.3567738520112333e-05,3.8229847714244723e-05
76816261.291503906,76.816261291504,1.202571989351597e-05,3.2499922371243506e-05,2.8351188632545951e-05,2.919680824289859e-05,3.1457719970052632e-05
76816406.25,76.816406250000,9.5438553369052529e-06,3.5997325299577139e-05,2.3340623789873786e-05,2.8252478472842384e-05,4.1781416981722112e-05
76816551.208496094,76.816551208496,1.4473665973203984e-05,3.3331453125087287e-05,2.5853319118686772e-05,2.0708882285314173e-05,3.121778167751316e-05
76816696.166992188,76.816696166992,1.506452124211033e-05,3.2653989319955501e-05,2.5735983904260871e-05,1.7671803673006421e-05,3.2609907672163524e-05
76816841.125488281,76.816841125488,1.355650636941954e-05,3.8094901630806594e-05,3.0035195516587054e-05,1.8155567830753105e-05,3.4528631834567134e-05
76816986.083984375,76.816986083984,1.2866412174548171e-05,2.780732381647291e-05,2.7988126536602296e-05,1.8187476321494194e-05,3.1761588597815205e-05
76817131.042480469,76.817131042480,1.3485384197335489e-05,3.1261540555681059e-05,2.1892997671030533e-05,2.169604532889524e-05,4.0390430657527161e-05
76817276.000976562,76.817276000977,1.7274171564339681e-05,3.9778211274908441e-05,2.4371795184244942e-05,2.7217219039089161e-05,4.5576400985920885e-05
76817420.959472656,76.817420959473,1.5563817807527878e-05,3.4580694447765878e-05,3.1436830887747475e-05,2.4784780104796358e-05,4.2629161490991337e-05
76817565.91796875,76.817565917969,1.1255718873939459e-05,3.0717585196400958e-05,2.2144938143404229e-05,2.2788156641605465e-05,3.3910510626258981e-05
76817710.876464844,76.817710876465,1.2873094330541896e-05,3.1884320331130018e-05,2.8692225183366273e-05,2.0817752028356726e-05,3.6592961808727712e-05
76817855.834960938,76.817855834961,1.3378945908629986e-05,3.122751080185784e-05,3.2154060851441579e-05,2.173880467539097e-05,4.2931547868734754e-05
76818000.793457031,76.818000793457,1.2916438834798774e-05,3.3119235015537426e-05,2.1953532771002233e-05,1.7446039857542467e-05,4.6455346505999995e-05
76818145.751953125,76.818145751953,1.0230857714537355e-05,4.1838499092021056e-05,1.9421583098681904e-05,1.5697968186110869e-05,4.2831469754213695e-05
76818290.710449219,76.818290710449,1.0939908988393124e-05,4.0615565675315227e-05,1.96071327861752e-05,1.6044134342250995e-05,4.0658171940780057e-05
76818435.668945312,76.818435668945,1.0365982899507727e-05,3.9639047988096662e-05,1.6305086543049759e-05,1.7574524106196273e-05,3.4626973926032646e-05
76818580.627441406,76.818580627441,8.1252366256049331e-06,4.1121408984118248e-05,2.7433696267776598e-05,2.197081299798881e-05,4.0988516474673787e-05
76818725.5859375,76.818725585938,1.124722492996235e-05,3.5366939195017249e-05,2.7942386287846441e-05,2.0944340139458274e-05,3.8866953193671458e-05
76818870.544433594,76.818870544434,9.9411317920157435e-06,3.3983748365061987e-05,2.829408934455405e-05,2.0403533367611861e-05,3.5950229532955949e-05
76819015.502929688,76.819015502930,1.0416321077388016e-05,3.3651189531333709e-05,2.7522115794686514e-05,2.3206124095412705e-05,3.5628148201365451e-05
76819160.461425781,76.819160461426,1.242830867343329e-05,3.3130360487262697e-05,2.8832999974641328e-05,2.1137981308114626e-05,3.7277462585510054e-05
76819305.419921875,76.819305419922,1.2848956285024608e-05,4.1053331193086087e-05,2.1970750458494946e-05,2.5355244084460614e-05,3.0188760565526154e-05
76819450.378417969,76.819450378418,1.2445493419763131e-05,3.3700890252397625e-05,2.7585705028296697e-05,2.0588609683322169e-05,3.3752450024078032e-05
76819595.336914062,76.819595336914,1.1975974288241323e-05,3.3593530292945909e-05,3.5791003984448002e-05,1.7889545884910995e-05,4.3294874135313269e-05
76819740.295410156,76.819740295410,1.1916724233360277e-05,3.6844969644427036e-05,2.6466168919198504e-05,2.0646352202763179e-05,4.4981967848343043e-05
76819885.25390625,76.819885253906,1.0022729851767149e-05,4.1867704962714944e-05,2.4405398992722444e-05,1.9636046106851599e-05,4.0170336870796534e-05
76820030.212402344,76.820030212402,1.1409647031136892e-05,3.5837416976802583e-05,2.3325655953330564e-05,2.7380715508438596e-05,4.6772045558720925e-05
76820175.170898438,76.820175170898,1.2429766938895081e-05,3.6276703627344523e-05,2.7004706287140272e-05,2.2106932217758158e-05,4.1977725392138875e-05
76820320.129394531,76.820320129395,1.5840549832101988e-05,3.8740496201961151e-05,2.7273830324282175e-05,1.7538742593241104e-05,3.6531977528700665e-05
76820465.087890625,76.820465087891,1.2557013010073264e-05,3.4667211695887103e-05,2.4332514630023502e-05,1.800005364903231e-05,3.3365036452675944e-05
76820610.046386719,76.820610046387,1.029010627557995e-05,3.8701514720758733e-05,2.0654502859154818e-05,1.9500143099804788e-05,4.067884996386131e-05
76820755.004882812,76.820755004883,1.1751874138980616e-05,3.9811086823747684e-05,2.7686381944461463e-05,1.7134021426690926e-05,3.0053924031252645e-05
76820899.963378906,76.820899963379,1.3469619971318833e-05,3.1419949600606426e-05,2.550347602456725e-05,2.1003677173420801e-05,3.4438040645762002e-05
76821044.921875,76.821044921875,1.3245500920632376e-05,4.3760691245159434e-05,2.8110322924164243e-05,2.1369707295616981e-05,3.9631149926012266e-05
76821189.880371094,76.821189880371,1.1467486515648183e-05,5.2524653862218744e-05,3.2614228075791587e-05,2.2348193140604933e-05,3.6579701953831626e-05
76821334.838867188,76.821334838867,9.2064678276548481e-06,3.7167887267236968e-05,3.4558954872020521e-05,2.0715625724913982e-05,3.7133032263359138e-05
76821479.797363281,76.821479797363,9.9357331622123345e-06,4.3728088997039243e-05,2.9449265525701763e-05,2.583443104188749e-05,4.1511035876479165e-05
76821624.755859375,76.821624755859,9.2763314158418412e-06,3.5886109421470245e-05,3.4657826338753327e-05,2.1149197651212949e-05,4.2713367105650602e-05
76821769.714355469,76.821769714355,1.1029723330735227e-05,2.3526884033304718e-05,2.5961241423876439e-05,1.5407717965233578e-05,3.9126234552244331e-05
76821914.672851562,76.821914672852,1.4361480774517012e-05,3.3509525343691496e-05,1.9275730125413177e-05,1.7652089981450188e-05,3.6020420574837337e-05
76822059.631347656,76.822059631348,1.0493482831722858e-05,2.9150357372170587e-05,2.4551377635919374e-05,2.5182895720529792e-05,2.9539449096645176e-05
76822204.58984375,76.822204589844,1.2014850518032099e-05,2.748750229478672e-05,2.7825941879724251e-05,2.0669568569784246e-05,2.8299727876583284e-05
76822349.548339844,76.822349548340,1.7006819820593481e-05,2.651373832881194e-05,2.7313954684543026e-05,2.1317025792817568e-05,4.0799349132787425e-05
76822494.506835938,76.822494506836,1.314097609582925e-05,2.9130850475669538e-05,1.7183869768232522e-05,2.4674293456604602e-05,3.9711266383709998e-05
76822639.465332031,76.822639465332,1.0967352347428454e-05,3.2819272440493185e-05,1.7916406053381046e-05,1.7009986326480769e-05,3.0921353811962012e-05
76822784.423828125,76.822784423828,1.0962389332800223e-05,2.6916733226874017e-05,2.1226161014349013e-05,1.5817979468820321e-05,3.2028416656379448e-05
76822929.382324219,76.822929382324,1.0858256671548954e-05,2.553008571793298e-05,1.793749082986826e-05,2.074280510702278e-05,4.0586011722111313e-05
76823074.340820312,76.823074340820,1.2422420828063771e-05,2.5348214110397962e-05,2.2640180341562305e-05,2.191062057320883e-05,4.4156536669416252e-05
76823219.299316406,76.823219299316,1.1221685177390936e-05,2.5640719742862462e-05,2.0726702201798679e-05,1.9655343205200527e-05,4.0023929875093855e-05
76823364.2578125,76.823364257812,1.3114253387063871e-05,3.3070811823170368e-05,1.9730068494418249e-05,1.8502936963148595e-05,3.6768100843496854e-05
76823509.216308594,76.823509216309,1.2642838844969217e-05,3.8966932261722808e-05,2.0526678605733363e-05,1.6696397935368628e-05,2.9427158908508064e-05
76823654.174804688,76.823654174805,1.0017989151565295e-05,3.5121455613615566e-05,2.2342255895678993e-05,2.0800243421761264e-05,3.4699009458601214e-05
76823799.133300781,76.823799133301,7.7223383883374838e-06,3.3651659089746938e-05,2.1470756961002356e-05,1.9983216831123401e-05,2.6783395336355795e-05
76823944.091796875,76.823944091797,1.0849114688612478e-05,3.9008569690410341e-05,2.5318882484807486e-05,2.4263492576409336e-05,2.6133970891462257e-05
76824089.050292969,76.824089050293,1.3481086207930724e-05,3.2567470293618971e-05,2.6654661774967476e-05,2.2459080802131299e-05,3.9907969869863135e-05
76824234.008789062,76.824234008789,1.6700531487376495e-05,2.6355353054305129e-05,2.6437114904844934e-05,1.925370480293902e-05,3.6475258497800434e-05
76824378.967285156,76.824378967285,1.6192693758112014e-05,3.3881074167911236e-05,3.2139421062031004e-05,2.1196093297791505e-05,2.9023677024231768e-05
76824523.92578125,76.824523925781,1.2329370475234691e-05,2.9975810355793211e-05,2.6882423907297934e-05,2.4300570397628613e-05,2.942088661086072e-05
76824668.884277344,76.824668884277,1.0770984569627845e-05,4.1626611631190611e-05,1.828959443089643e-05,3.1944011119788871e-05,2.4696651302990305e-05
