Frequency_Hz,Frequency_MHz,OffsetFrom76MHz_Hz,OffsetFrom800kHzCenter_Hz,TwoTapFirAttenuation_dB,20260515_092941_PSD,20260515_133100_PSD,20260515_134951_PSD,20260515_140509_PSD,20260521_162959_PSD,20260515_092941_PSD_dB,20260515_133100_PSD_dB,20260515_134951_PSD_dB,20260515_140509_PSD_dB,20260521_162959_PSD_dB,20260515_092941_After2TapFir_dB,20260515_133100_After2TapFir_dB,20260515_134951_After2TapFir_dB,20260515_140509_After2TapFir_dB,20260521_162959_After2TapFir_dB
76811187.744140625,76.811187744141,811187.744141,11187.7441406,-29.4924745581,1.337586431888765e-05,3.2908715477120547e-05,2.535779783168417e-05,2.1086800916475798e-05,2.8095207281359867e-05,-48.7367814525,-44.8268906915,-45.9588846495,-46.7598930218,-45.5136775941,-78.2292560106,-74.3193652496,-75.4513592076,-76.2523675799,-75.0061521522
76811332.702636719,76.811332702637,811332.702637,11332.7026367,-29.4909231182,1.1410304800785656e-05,2.7110027955964701e-05,2.1537958125949697e-05,2.3363764177395201e-05,4.025147097385399e-05,-49.4270275422,-45.6687003457,-46.6679547173,-46.3145718597,-43.9521824389,-78.9179506604,-75.1596234639,-76.1588778355,-75.8054949779,-73.4431055571
76811477.661132812,76.811477661133,811477.661133,11477.6611328,-29.4893719557,1.1072739066242544e-05,2.8575963825619898e-05,1.9543584887533418e-05,2.740647194598813e-05,3.9311562120973185e-05,-49.557449343,-45.4399911257,-47.089957705,-45.6214686789,-44.0547969831,-79.0468212986,-74.9293630813,-76.5793296607,-75.1108406346,-73.5441689387
76811622.619628906,76.811622619629,811622.619629,11622.6196289,-29.4878210704,1.2038333332400596e-05,2.6120263876025804e-05,2.561980593873709e-05,2.0236076581057895e-05,3.7186944844914431e-05,-49.1943363556,-45.8302243998,-45.9142416421,-46.9387368572,-44.2960950036,-78.682157426,-75.3180454702,-75.4020627125,-76.4265579277,-73.783916074
76811767.578125,76.811767578125,811767.578125,11767.578125,-29.4862704623,1.2929531680174004e-05,3.4377342613180393e-05,2.6968959951749689e-05,2.0408186440463056e-05,3.240131168601351e-05,-48.8841720539,-44.6372769755,-45.6913580163,-46.9019558685,-44.8943740811,-78.3704425162,-74.1235474378,-75.1776284787,-76.3882263309,-74.3806445435
76811912.536621094,76.811912536621,811912.536621,11912.5366211,-29.4847201313,1.3999264925745325e-05,4.236585113783757e-05,2.2523434560145634e-05,1.9837716484529384e-05,3.1616305063685796e-05,-48.5389476768,-43.7298406411,-46.4736538395,-47.0250832085,-45.0008888659,-78.0236678082,-73.2145607725,-75.9583739708,-76.5098033399,-74.4856089973
76812057.495117188,76.812057495117,812057.495117,12057.4951172,-29.4831700773,1.3879492420020206e-05,3.5180078890673696e-05,2.255392308559328e-05,1.8649680324806629e-05,3.3813259219603e-05,-48.5762641596,-44.5370319098,-46.4677790495,-47.2932860806,-44.7091296609,-78.0594342369,-74.0202019871,-75.9509491268,-76.7764561579,-74.1922997382
76812202.453613281,76.812202453613,812202.453613,12202.4536133,-29.4816203002,1.6129555837847233e-05,3.3246441218510776e-05,2.2055512184163738e-05,2.7051148501811365e-05,3.0114480786628029e-05,-47.9237759168,-44.7825483583,-46.5648285236,-45.6781429147,-45.2122462024,-77.405396217,-74.2641686585,-76.0464488238,-75.1597632149,-74.6938665026
76812347.412109375,76.812347412109,812347.412109,12347.4121094,-29.4800707998,1.1472440288076305e-05,2.9329250700270232e-05,2.9375312680210184e-05,3.1718875274674208e-05,3.4423046867042296e-05,-49.4034419405,-45.3269903217,-45.3201750193,-44.9868222081,-44.6315069185,-78.8835127403,-74.8070611216,-74.8002458191,-74.4668930079,-74.1115777184
76812492.370605469,76.812492370605,812492.370605,12492.3706055,-29.4785215762,8.9685027370704298e-06,3.4074151893541228e-05,3.5824826546497737e-05,2.5843205936763942e-05,3.3384749294703138e-05,-50.4728005498,-44.6757494496,-44.4581590365,-45.8765361164,-44.7645188079,-79.951322126,-74.1542710257,-73.9366806127,-75.3550576926,-74.243040384
76812637.329101562,76.812637329102,812637.329102,12637.3291016,-29.4769726291,9.1215874091678612e-06,3.9939249246831072e-05,2.3733840845794879e-05,1.986622625675711e-05,2.8378328416183712e-05,-50.3992957581,-43.9860010299,-46.2463197425,-47.0188462265,-45.470131896,-79.8762683872,-73.4629736589,-75.7232923716,-76.4958188556,-74.9471045251
76812782.287597656,76.812782287598,812782.287598,12782.2875977,-29.4754239585,8.6649580788612231e-06,3.1902001583111443e-05,2.1899791475636707e-05,1.5475814243754202e-05,3.6039224154809038e-05,-50.6223353407,-44.9618206775,-46.5956002038,-48.1034649176,-44.43224567,-80.0977592991,-74.437244636,-76.0710241623,-77.578888876,-73.9076696284
76812927.24609375,76.812927246094,812927.246094,12927.2460938,-29.4738755642,1.4448554378526568e-05,3.4488166459880255e-05,1.9563352007115573e-05,1.9854857469598333e-05,3.5119641444239067e-05,-48.4017560321,-44.6232989399,-47.0855673066,-47.0213322622,-44.5444992669,-77.8756315963,-74.0971745042,-76.5594428708,-76.4952078265,-74.0183748312
76813072.204589844,76.813072204590,813072.20459,13072.2045898,-29.4723274463,1.4445881036472956e-05,2.8604743615086597e-05,1.9907749248493683e-05,2.1412710422776455e-05,3.7177183728988254e-05,-48.4025596593,-45.4356194047,-47.0097783812,-46.6932835619,-44.2972351229,-77.8748871056,-74.907946851,-76.4821058276,-76.1656110082,-73.7695625692
76813217.163085938,76.813217163086,813217.163086,13217.1630859,-29.4707796046,9.9256570326794438e-06,2.4316466445198962e-05,1.8055181616437407e-05,2.2539727040156606e-05,3.3758779097504167e-05,-50.0324073532,-46.1409953445,-47.4339813866,-46.4705134764,-44.7161326823,-79.5031869578,-75.6117749491,-76.9047609912,-75.9412930809,-74.1869122869
76813362.121582031,76.813362121582,813362.121582,13362.121582,-29.4692320389,1.1559480976058254e-05,2.8487546771137698e-05,2.1534362734681848e-05,2.5325927789120913e-05,3.6646083057448859e-05,-49.3706166542,-45.4534494878,-46.6686797577,-45.9643463575,-44.3597243842,-78.8398486931,-74.9226815267,-76.1379117966,-75.4335783964,-73.8289564231
76813507.080078125,76.813507080078,813507.080078,13507.0800781,-29.4676847492,1.3532811191990353e-05,2.3586141040389621e-05,2.6990694789069991e-05,1.8589107347534363e-05,3.4531105114594721e-05,-48.6861197736,-46.2734310879,-45.6878593578,-47.3074146463,-44.6178952251,-78.1538045228,-75.7411158372,-75.155544107,-76.7750993956,-74.0855799743
76813652.038574219,76.813652038574,813652.038574,13652.0385742,-29.4661377355,1.1848648194340825e-05,3.3455020342986631e-05,2.5048366231744033e-05,2.396242595924912e-05,2.9810362673934986e-05,-49.2633119524,-44.755387017,-46.0122059553,-46.2046921602,-45.2563274029,-78.7294496879,-74.2215247525,-75.4783436908,-75.6708298957,-74.7224651384
76813796.997070312,76.813796997070,813796.99707,13796.9970703,-29.4645909975,1.1276736876425431e-05,3.5679372781563331e-05,2.6612926215000887e-05,1.5754024302033861e-05,3.2442233404383046e-05,-49.4781655298,-44.4758278882,-45.7490737013,-48.0260848893,-44.8888925551,-78.9427565273,-73.9404188857,-75.2136646988,-77.4906758868,-74.3534835527
76813941.955566406,76.813941955566,813941.955566,13941.9555664,-29.4630445352,1.0642781667244452e-05,3.4863148624436043e-05,2.4001918047966704e-05,1.5444993378248315e-05,3.092840454052296e-05,-49.7294484715,-44.5763339266,-46.1975405144,-48.1121227356,-45.0964248275,-79.1924930067,-74.0393784618,-75.6605850496,-77.5751672708,-74.5594693627
76814086.9140625,76.814086914062,814086.914062,14086.9140625,-29.4614983486,1.0936706521147507e-05,2.8943782929049392e-05,2.9075493200806759e-05,1.8963266251953151e-05,3.549465710541405e-05,-49.6111344172,-45.3844470757,-45.364729097,-47.2208685724,-44.4983701495,-79.0726327657,-74.8459454243,-74.8262274456,-76.682366921,-73.9598684981
76814231.872558594,76.814231872559,814231.872559,14231.8725586,-29.4599524374,1.5152264277817156e-05,2.647167345682892e-05,2.3870868010738427e-05,2.3740562417079606e-05,3.6452358254340794e-05,-48.1952246354,-45.7721860308,-46.2213178856,-46.2450899677,-44.3827437012,-77.6551770728,-75.2321384682,-75.681270323,-75.7050424051,-73.8426961386
76814376.831054688,76.814376831055,814376.831055,14376.8310547,-29.4584068016,1.3622054880117699e-05,3.0311158670006853e-05,2.6268202792311508e-05,2.0991470815453237e-05,3.4014530863520789e-05,-48.6575737438,-45.1839746204,-45.8056963959,-46.7795713051,-44.6833551455,-78.1159805454,-74.642381422,-75.2641031975,-76.2379781068,-74.1417619472
76814521.789550781,76.814521789551,814521.789551,14521.7895508,-29.4568614412,1.064075491380823e-05,3.2237064146719447e-05,3.6734737959944228e-05,2.1606334860202822e-05,3.9536560152939152e-05,-49.730275597,-44.9164451659,-44.3492305376,-46.6541889739,-44.0300111883,-79.1871370382,-74.373306607,-73.8060919788,-76.1110504151,-73.4868726294
76814666.748046875,76.814666748047,814666.748047,14666.7480469,-29.4553163559,1.0368080815021683e-05,2.6134216830029057e-05,3.0838204479775382e-05,2.093968680516561e-05,3.5884202155003644e-05,-49.8430162631,-45.8279050997,-45.109109162,-46.7902981835,-44.4509670538,-79.298332619,-75.2832214556,-74.5644255179,-76.2456145394,-73.9062834097
76814811.706542969,76.814811706543,814811.706543,14811.706543,-29.4537715458,1.1552869348242381e-05,3.0176817360778714e-05,2.8832995893470644e-05,2.0485243923071382e-05,3.9790249089006295e-05,-49.3731013808,-45.2032656561,-45.4011022988,-46.8855886042,-44.0022334214,-78.8268729266,-74.6570372018,-74.8548738446,-76.33936015,-73.4560049672
76814956.665039062,76.814956665039,814956.665039,14956.6650391,-29.4522270106,1.123055066802054e-05,2.7548920519470962e-05,2.6203202436311298e-05,1.4760908258883231e-05,4.0645984645874697e-05,-49.4959894844,-45.5989541393,-45.8164562794,-48.3088691896,-43.9098235123,-78.948216495,-75.0511811499,-75.26868329,-77.7610962002,-73.362050523
76815101.623535156,76.815101623535,815101.623535,15101.6235352,-29.4506827504,1.047659001851841e-05,2.2885165245343605e-05,2.3204911557325892e-05,1.33087178286213e-05,3.0628258238257234e-05,-49.7978005105,-46.4044594734,-46.344200825,-48.7586378275,-45.1387769986,-79.2484832609,-75.8551422239,-75.7948835754,-78.2093205779,-74.5894597491
76815246.58203125,76.815246582031,815246.582031,15246.5820312,-29.449138765,9.4520248865557088e-06,3.0824561107213605e-05,2.3604786093001249e-05,2.0740315211686767e-05,3.4672417856075068e-05,-50.2447514357,-45.1110309835,-46.269999308,-46.8318464748,-44.6001587207,-79.6938902007,-74.5601697485,-75.719138073,-76.2809852398,-74.0492974858
76815391.540527344,76.815391540527,815391.540527,15391.5405273,-29.4475950543,1.1028162486175556e-05,3.4612564035014346e-05,2.1557226024221627e-05,2.2203779612623818e-05,3.5252874253437447e-05,-49.5749684373,-44.6076622778,-46.6640712474,-46.5357309198,-44.5280546813,-79.0225634917,-74.0552573321,-76.1116663018,-75.9833259742,-73.9756497357
76815536.499023438,76.815536499023,815536.499023,15536.4990234,-29.4460516183,7.8647806885317274e-06,3.5204139940940181e-05,2.4153048552576355e-05,2.4876590787291376e-05,4.0284979144106732e-05,-51.0431338329,-44.534062613,-46.1702804562,-46.042091378,-43.9485685686,-80.4891854511,-73.9801142313,-75.6163320744,-75.4881429962,-73.3946201869
76815681.457519531,76.815681457520,815681.45752,15681.4575195,-29.4445084567,9.2617610808214003e-06,3.2907403161150808e-05,2.4971546062651048e-05,2.2951691758320233e-05,3.8425050778823406e-05,-50.3330642639,-44.8270638806,-46.0255456835,-46.3918529731,-44.1538554991,-79.7775727206,-74.2715723373,-75.4700541403,-75.8363614298,-73.5983639558
76815826.416015625,76.815826416016,815826.416016,15826.4160156,-29.4429655696,1.0263855122127328e-05,3.4288107170366888e-05,2.3196997481182385e-05,1.7855834945738163e-05,3.3722752401297977e-05,-49.8868948681,-44.6485648888,-46.3456822467,-47.4821983722,-44.7207698613,-79.3298604377,-74.0915304584,-75.7886478163,-76.9251639418,-74.1637354309
76815971.374511719,76.815971374512,815971.374512,15971.3745117,-29.4414229568,8.7906655486959472e-06,3.3998829575399344e-05,1.6911915826776741e-05,2.1337475984545336e-05,3.6284603819326503e-05,-50.5597824288,-44.6853603348,-47.7180719158,-46.7085695468,-44.4027761449,-80.0012053856,-74.1267832916,-77.1594948727,-76.1499925036,-73.8441991017
76816116.333007812,76.816116333008,816116.333008,16116.3330078,-29.4398806183,1.2630013330924354e-05,3.6754883966534242e-05,2.0836577744915407e-05,2.3567738520112333e-05,3.8229847714244723e-05,-48.9859619105,-44.3468494396,-46.811736092,-46.276820889,-44.1759743196,-78.4258425288,-73.7867300579,-76.2516167103,-75.7167015072,-73.6158549379
76816261.291503906,76.816261291504,816261.291504,16261.2915039,-29.4383385539,1.202571989351597e-05,3.2499922371243506e-05,2.8351188632545951e-05,2.919680824289859e-05,3.1457719970052632e-05,-49.1988891608,-44.8811767637,-45.4742872846,-45.3466462246,-45.0227275788,-78.6372277147,-74.3195153175,-74.9126258384,-74.7849847785,-74.4610661327
76816406.25,76.816406250000,816406.25,16406.25,-29.4367967635,9.5438553369052529e-06,3.5997325299577139e-05,2.3340623789873786e-05,2.8252478472842384e-05,4.1781416981722112e-05,-50.202761522,-44.4372976731,-46.318875414,-45.4894344732,-43.7901683537,-79.6395582855,-73.8740944366,-75.7556721775,-74.9262312367,-73.2269651172
76816551.208496094,76.816551208496,816551.208496,16551.2084961,-29.435255247,1.4473665973203984e-05,3.3331453125087287e-05,2.5853319118686772e-05,2.0708882285314173e-05,3.121778167751316e-05,-48.3942145435,-44.7714575233,-45.874836931,-46.8384334053,-45.0559796096,-77.8294697905,-74.2067127704,-75.310092178,-76.2736886523,-74.4912348566
76816696.166992188,76.816696166992,816696.166992,16696.1669922,-29.4337140044,1.506452124211033e-05,3.2653989319955501e-05,2.5735983904260871e-05,1.7671803673006421e-05,3.2609907672163524e-05,-48.2204466586,-44.8606375363,-45.8945922372,-47.5271912196,-44.866504308,-77.6541606631,-74.2943515407,-75.3283062416,-76.960905224,-74.3002183125
76816841.125488281,76.816841125488,816841.125488,16841.1254883,-29.4321730356,1.355650636941954e-05,3.8094901630806594e-05,3.0035195516587054e-05,1.8155567830753105e-05,3.4528631834567134e-05,-48.6785221755,-44.1913314353,-45.2236953663,-47.4099016361,-44.6182062983,-78.110695211,-73.6235044709,-74.6558684019,-76.8420746717,-74.0503793339
76816986.083984375,76.816986083984,816986.083984,16986.0839844,-29.4306323404,1.2866412174548171e-05,2.780732381647291e-05,2.7988126536602296e-05,1.8187476321494194e-05,3.1761588597815205e-05,-48.9054254012,-45.5584080573,-45.5302617127,-47.4022755908,-44.9809778389,-78.3360577416,-74.9890403977,-74.9608940531,-76.8329079312,-74.4116101793
76817131.042480469,76.817131042480,817131.04248,17131.0424805,-29.4290919187,1.3485384197335489e-05,3.1261540555681059e-05,2.1892997671030533e-05,2.169604532889524e-05,4.0390430657527161e-05,-48.7013667603,-45.0498962394,-46.5969476914,-46.6361942045,-43.937215162,-78.130458679,-74.4789881581,-76.0260396101,-76.0652861232,-73.3663070807
76817276.000976562,76.817276000977,817276.000977,17276.0009766,-29.4275517705,1.7274171564339681e-05,3.9778211274908441e-05,2.4371795184244942e-05,2.7217219039089161e-05,4.5576400985920885e-05,-47.6260277137,-44.0035474989,-46.1311248026,-45.6515625157,-43.4125997257,-77.0535794842,-73.4310992694,-75.5586765731,-75.0791142862,-72.8401514962
76817420.959472656,76.817420959473,817420.959473,17420.9594727,-29.4260118956,1.5563817807527878e-05,3.4580694447765878e-05,3.1436830887747475e-05,2.4784780104796358e-05,4.2629161490991337e-05,-48.0788386176,-44.6116628949,-45.0256124117,-46.0581492988,-43.7029320977,-77.5048505132,-74.0376747906,-74.4516243074,-75.4841611945,-73.1289439934
76817565.91796875,76.817565917969,817565.917969,17565.9179688,-29.4244722941,1.1255718873939459e-05,3.0717585196400958e-05,2.2144938143404229e-05,2.2788156641605465e-05,3.3910510626258981e-05,-49.486267625,-45.1261292852,-46.5472552848,-46.4229080394,-44.6966567054,-78.9107399191,-74.5506015793,-75.9717275788,-75.8473803335,-74.1211289995
76817710.876464844,76.817710876465,817710.876465,17710.8764648,-29.4229329656,1.2873094330541896e-05,3.1884320331130018e-05,2.8692225183366273e-05,2.0817752028356726e-05,3.6592961808727712e-05,-48.9031704834,-44.9642283631,-45.4223576938,-46.8156616889,-44.366024376,-78.3261034491,-74.3871613287,-74.8452906594,-76.2385946545,-73.7889573416
76817855.834960938,76.817855834961,817855.834961,17855.8349609,-29.4213939103,1.3378945908629986e-05,3.122751080185784e-05,3.2154060851441579e-05,2.173880467539097e-05,4.2931547868734754e-05,-48.7357810212,-45.0546263274,-44.9276417067,-46.627643396,-43.6722345304,-78.1571749315,-74.4760202377,-74.349035617,-76.0490373063,-73.0936284406
76818000.793457031,76.818000793457,818000.793457,18000.793457,-29.4198551279,1.2916438834798774e-05,3.3119235015537426e-05,2.1953532771002233e-05,1.7446039857542467e-05,4.6455346505999995e-05,-48.8885720829,-44.7991970306,-46.5849558296,-47.5830313966,-43.3296429621,-78.3084272108,-74.2190521584,-76.0048109575,-77.0028865245,-72.74949809
76818145.751953125,76.818145751953,818145.751953,18145.7519531,-29.4183166184,1.0230857714537355e-05,4.1838499092021056e-05,1.9421583098681904e-05,1.5697968186110869e-05,4.2831469754213695e-05,-49.9008795523,-43.7842390368,-47.1171537263,-48.041565554,-43.6823702261,-79.3191961707,-73.2025556551,-76.5354703446,-77.4598821724,-73.1006868445
76818290.710449219,76.818290710449,818290.710449,18290.7104492,-29.4167783816,1.0939908988393124e-05,4.0615565675315227e-05,1.96071327861752e-05,1.6044134342250995e-05,4.0658171940780057e-05,-49.6098629098,-43.9130749373,-47.0758590996,-47.946837102,-43.9085215186,-79.0266412914,-73.3298533189,-76.4926374812,-77.3636154836,-73.3252999002
76818435.668945312,76.818435668945,818435.668945,18435.6689453,-29.4152404175,1.0365982899507727e-05,3.9639047988096662e-05,1.6305086543049759e-05,1.7574524106196273e-05,3.4626973926032646e-05,-49.8438951194,-44.0187678452,-47.8767689173,-47.5511642624,-44.6058546007,-79.2591355369,-73.4340082628,-77.2920093349,-76.96640468,-74.0210950183
76818580.627441406,76.818580627441,818580.627441,18580.6274414,-29.4137027261,8.1252366256049331e-06,4.1121408984118248e-05,2.7433696267776598e-05,2.197081299798881e-05,4.0988516474673787e-05,-50.9016398251,-43.8593201309,-45.6171567396,-46.5815387235,-43.8733780012,-80.3153425512,-73.273022857,-75.0308594657,-75.9952414495,-73.2870807272
76818725.5859375,76.818725585938,818725.585938,18725.5859375,-29.4121653071,1.124722492996235e-05,3.5366939195017249e-05,2.7942386287846441e-05,2.0944340139458274e-05,3.8866953193671458e-05,-49.4895461944,-44.5140252425,-45.5373650776,-46.7893331772,-44.1041950267,-78.9017115015,-73.9261905495,-74.9495303847,-76.2014984843,-73.5163603337
76818870.544433594,76.818870544434,818870.544434,18870.5444336,-29.4106281605,9.9411317920157435e-06,3.3983748365061987e-05,2.829408934455405e-05,2.0403533367611861e-05,3.5950229532955949e-05,-50.0256416862,-44.6872872069,-45.4830427943,-46.9029461742,-44.4429833241,-79.4362698466,-74.0979153673,-74.8936709547,-76.3135743346,-73.8536114846
76819015.502929688,76.819015502930,819015.50293,19015.5029297,-29.4090912861,1.0416321077388016e-05,3.3651189531333709e-05,2.7522115794686514e-05,2.3206124095412705e-05,3.5628148201365451e-05,-49.8228564168,-44.7299957935,-45.6031818226,-46.3439738968,-44.4820674983,-79.2319477029,-74.1390870797,-75.0122731087,-75.753065183,-73.8911587844
76819160.461425781,76.819160461426,819160.461426,19160.4614258,-29.407554684,1.242830867343329e-05,3.3130360487262697e-05,2.8832999974641328e-05,2.1137981308114626e-05,3.7277462585510054e-05,-49.0558796901,-44.7977383859,-45.4011016841,-46.7493649047,-44.2855365701,-78.4634343741,-74.2052930699,-74.8086563681,-76.1569195888,-73.6930912541
76819305.419921875,76.819305419922,819305.419922,19305.4199219,-29.406018354,1.2848956285024608e-05,4.1053331193086087e-05,2.1970750458494946e-05,2.5355244084460614e-05,3.0188760565526154e-05,-48.9113214845,-43.8665159713,-46.5815510856,-45.9593220432,-45.2015471707,-78.3173398385,-73.2725343253,-75.9875694396,-75.3653403972,-74.6075655247
76819450.378417969,76.819450378418,819450.378418,19450.378418,-29.404482296,1.2445493419763131e-05,3.3700890252397625e-05,2.7585705028296697e-05,2.0588609683322169e-05,3.3752450024078032e-05,-49.0498788048,-44.7235862653,-45.5931591198,-46.8637297962,-44.716946971,-78.4543611008,-74.1280685613,-74.9976414158,-76.2682120922,-74.1214292671
76819595.336914062,76.819595336914,819595.336914,19595.3369141,-29.4029465099,1.1975974288241323e-05,3.3593530292945909e-05,3.5791003984448002e-05,1.7889545884910995e-05,4.3294874135313269e-05,-49.2168914507,-44.7374435441,-44.4622611891,-47.4740068359,-43.6356351858,-78.6198379606,-74.140390054,-73.865207699,-76.8769533458,-73.0385816957
76819740.295410156,76.819740295410,819740.29541,19740.2954102,-29.4014109956,1.1916724233360277e-05,3.6844969644427036e-05,2.6466168919198504e-05,2.0646352202763179e-05,4.4981967848343043e-05,-49.2384311061,-44.3362179694,-45.7730891996,-46.8515666837,-43.4696154919,-78.6398421017,-73.7376289651,-75.1745001952,-76.2529776793,-72.8710264875
76819885.25390625,76.819885253906,819885.253906,19885.2539062,-29.399875753,1.0022729851767149e-05,4.1867704962714944e-05,2.4405398992722444e-05,1.9636046106851599e-05,4.0170336870796534e-05,-49.9901397527,-43.7812084492,-46.1251408787,-47.0694595682,-43.9609452623,-79.3900155057,-73.1810842022,-75.5250166317,-76.4693353212,-73.3608210154
76820030.212402344,76.820030212402,820030.212402,20030.2124023,-29.3983407821,1.1409647031136892e-05,3.5837416976802583e-05,2.3325655953330564e-05,2.7380715508438596e-05,4.6772045558720925e-05,-49.4272779071,-44.4566330016,-46.3216613438,-45.6255520714,-43.3001363596,-78.8256186892,-73.8549737837,-75.7200021259,-75.0238928535,-72.6984771417
76820175.170898438,76.820175170898,820175.170898,20175.1708984,-29.3968060826,1.2429766938895081e-05,3.6276703627344523e-05,2.7004706287140272e-05,2.2106932217758158e-05,4.1977725392138875e-05,-49.0553701441,-44.4037218306,-45.685605419,-46.5547152035,-43.7698109783,-78.4521762267,-73.8005279133,-75.0824115016,-75.9515212861,-73.1666170609
76820320.129394531,76.820320129395,820320.129395,20320.1293945,-29.3952716546,1.5840549832101988e-05,3.8740496201961151e-05,2.7273830324282175e-05,1.7538742593241104e-05,3.6531977528700665e-05,-48.0022974794,-44.1183482098,-45.6425386566,-47.5600154577,-44.3732681816,-77.3975691341,-73.5136198645,-75.0378103112,-76.9552871123,-73.7685398363
76820465.087890625,76.820465087891,820465.087891,20465.0878906,-29.393737498,1.2557013010073264e-05,3.4667211695887103e-05,2.4332514630023502e-05,1.800005364903231e-05,3.3365036452675944e-05,-49.0111365578,-44.600810875,-46.1381300683,-47.4472620048,-44.7670839633,-78.4048740558,-73.994548373,-75.5318675663,-76.8409995028,-74.1608214613
76820610.046386719,76.820610046387,820610.046387,20610.0463867,-29.3922036125,1.029010627557995e-05,3.8701514720758733e-05,2.0654502859154818e-05,1.9500143099804788e-05,4.067884996386131e-05,-49.8758013985,-44.12272037,-46.8498525376,-47.099622016,-43.9063133356,-79.268005011,-73.5149239825,-76.2420561501,-76.4918256285,-73.2985169482
76820755.004882812,76.820755004883,820755.004883,20755.0048828,-29.3906699982,1.1751874138980616e-05,3.9811086823747684e-05,2.7686381944461463e-05,1.7134021426690926e-05,3.0053924031252645e-05,-49.2989286843,-43.9999596622,-45.5773379414,-47.6614069433,-45.2209881571,-78.6895986825,-73.3906296605,-74.9680079396,-77.0520769416,-74.6116581554
76820899.963378906,76.820899963379,820899.963379,20899.9633789,-29.389136655,1.3469619971318833e-05,3.1419949600606426e-05,2.550347602456725e-05,2.1003677173420801e-05,3.4438040645762002e-05,-48.7064465719,-45.0279451593,-45.9340062288,-46.7770466544,-44.6296156572,-78.0955832269,-74.4170818143,-75.3231428838,-76.1661833094,-74.0187523122
76821044.921875,76.821044921875,821044.921875,21044.921875,-29.3876035827,1.3245500920632376e-05,4.3760691245159434e-05,2.8110322924164243e-05,2.1369707295616981e-05,3.9631149926012266e-05,-48.7793161283,-43.5891582649,-45.511341653,-46.702014264,-44.0196332612,-78.166919711,-72.9767618476,-74.8989452357,-76.0896178467,-73.4072368439
76821189.880371094,76.821189880371,821189.880371,21189.8803711,-29.3860707813,1.1467486515648183e-05,5.2524653862218744e-05,3.2614228075791587e-05,2.2348193140604933e-05,3.6579701953831626e-05,-49.4053176187,-42.7963680092,-44.8659289604,-46.5075758398,-44.3675983741,-78.7913884,-72.1824387904,-74.2519997417,-75.893646621,-73.7536691554
76821334.838867188,76.821334838867,821334.838867,21334.8388672,-29.3845382506,9.2064678276548481e-06,3.7167887267236968e-05,3.4558954872020521e-05,2.0715625724913982e-05,3.7133032263359138e-05,-50.3590696016,-44.2983212479,-44.6143939988,-46.837019441,-44.3023958507,-79.7436078522,-73.6828594984,-73.9989322494,-76.2215576916,-73.6869341013
76821479.797363281,76.821479797363,821479.797363,21479.7973633,-29.3830059905,9.9357331622123345e-06,4.3728088997039243e-05,2.9449265525701763e-05,2.583443104188749e-05,4.1511035876479165e-05,-50.0280008059,-43.5923950176,-45.3092553219,-45.8780109859,-43.81836429,-79.4110067964,-72.9754010081,-74.6922613124,-75.2610169764,-73.2013702805
76821624.755859375,76.821624755859,821624.755859,21624.7558594,-29.3814740011,9.2763314158418412e-06,3.5886109421470245e-05,3.4657826338753327e-05,2.1149197651212949e-05,4.2713367105650602e-05,-50.326237437,-44.4507362298,-44.6019867875,-46.7470610405,-43.6943619168,-79.7077114381,-73.8322102309,-73.9834607885,-76.1285350415,-73.0758359179
76821769.714355469,76.821769714355,821769.714355,21769.7143555,-29.3799422821,1.1029723330735227e-05,2.3526884033304718e-05,2.5961241423876439e-05,1.5407717965233578e-05,3.9126234552244331e-05,-49.5743538125,-46.284355882,-45.8567454413,-48.1226167981,-44.0753194591,-78.9542960946,-75.6642981641,-75.2366877234,-77.5025590802,-73.4552617412
76821914.672851562,76.821914672852,821914.672852,21914.6728516,-29.3784108335,1.4361480774517012e-05,3.3509525343691496e-05,1.9275730125413177e-05,1.7652089981450188e-05,3.6020420574837337e-05,-48.4280077882,-44.7483172382,-47.1498916277,-47.5320386741,-44.4345122066,-77.8064186217,-74.1267280717,-76.5283024612,-76.9104495075,-73.8129230401
76822059.631347656,76.822059631348,822059.631348,22059.6313477,-29.3768796552,1.0493482831722858e-05,2.9150357372170587e-05,2.4551377635919374e-05,2.5182895720529792e-05,2.9539449096645176e-05,-49.7908034369,-45.3535611659,-46.0992413357,-45.9889433288,-45.2959760843,-79.167683092,-74.730440821,-75.4761209908,-75.365822984,-74.6728557395
76822204.58984375,76.822204589844,822204.589844,22204.5898438,-29.375348747,1.2014850518032099e-05,2.748750229478672e-05,2.7825941879724251e-05,2.0669568569784246e-05,2.8299727876583284e-05,-49.2028162807,-45.6086472137,-45.5555012632,-46.8466858819,-45.4821774053,-78.5781650277,-74.9839959608,-74.9308500102,-76.2220346289,-74.8575261523
76822349.548339844,76.822349548340,822349.54834,22349.5483398,-29.373818109,1.7006819820593481e-05,2.651373832881194e-05,2.7313954684543026e-05,2.1317025792817568e-05,4.0799349132787425e-05,-47.6937688941,-45.765290342,-45.6361541545,-46.7127338932,-43.893467651,-77.0675870031,-75.139108451,-75.0099722634,-76.0865520022,-73.26728576
